"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0007588","GO:0007588","excretion",36,0.603564147539232,1.84469584698755,0.000826739236874834,0.0203103948697737,0.0172971120583345,2715,"tags=47%, list=17%, signal=39%","110935/27409/13614/54140/11549/93835/17242/11550/11606/13618/21333/193034/11539/11421/246198/26357/108015"
"GO:0002687","GO:0002687","positive regulation of leukocyte migration",114,0.454619537702399,1.66429947178623,0.000828781608838906,0.0203103948697737,0.0172971120583345,1462,"tags=23%, list=9%, signal=21%","12978/19204/20297/17395/16149/12977/18787/232983/18829/13614/22339/20296/24088/20304/16176/83430/20344/16803/16854/12261/105855/16401/20303/76088/17242/16175"
"GO:0030104","GO:0030104","water homeostasis",49,0.560748771004553,1.80116801570818,0.000837528098797659,0.0203688904381596,0.0173469291302218,3144,"tags=39%, list=20%, signal=31%","110935/12740/12737/195733/214531/16666/20287/23801/12550/16765/20276/20278/16678/20277/74591/13706/55948/17295/16000"
"GO:1904996","GO:1904996","positive regulation of leukocyte adhesion to vascular endothelial cell",20,0.700947241604226,1.87324545840935,0.00083818264716256,0.0203688904381596,0.0173469291302218,2136,"tags=50%, list=14%, signal=43%","19204/21926/14347/23871/20344/16401/17242/16414/16193/20339"
"GO:0098840","GO:0098840","protein transport along microtubule",64,-0.458152166060838,-1.78155242203331,0.000851074434223362,0.0205105407218643,0.0174675639502755,5273,"tags=55%, list=34%, signal=36%","66061/71820/16568/16573/245866/213575/18536/56350/16572/106633/67286/171567/73916/73668/76568/76779/74019/81896/56542/23859/67694/74682/385668/78802/12589/19893/80718/213081/72421/74052/264134/52028/232943/17152/17754"
"GO:0099118","GO:0099118","microtubule-based protein transport",64,-0.458152166060838,-1.78155242203331,0.000851074434223362,0.0205105407218643,0.0174675639502755,5273,"tags=55%, list=34%, signal=36%","66061/71820/16568/16573/245866/213575/18536/56350/16572/106633/67286/171567/73916/73668/76568/76779/74019/81896/56542/23859/67694/74682/385668/78802/12589/19893/80718/213081/72421/74052/264134/52028/232943/17152/17754"
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation",262,0.383082199142665,1.51575616268137,0.000871425986264389,0.0209142236703453,0.0178113558480051,2306,"tags=23%, list=15%, signal=20%","12978/16878/16590/20319/16149/15162/15558/14585/21926/19264/15200/22339/12985/93672/22137/20304/22637/12805/232431/83430/11549/56013/19260/16975/13867/18595/14186/18591/226419/16156/260299/20459/18003/13869/13844/19116/74155/14573/11839/16453/11606/21939/18606/20963/16414/98878/21682/19699/16818/16451/20354/11539/21828/20811/16193/231125/15234/11421/13874/21802/22341"
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis",45,0.553205937834662,1.75347786707192,0.000879038930877122,0.0210101156812112,0.0178930211660888,930,"tags=29%, list=6%, signal=27%","12978/16149/12977/232983/18829/13614/20296/20304/16176/83430/16803/12261/105855"
"GO:0001906","GO:0001906","cell killing",123,0.448424591867132,1.65440677088229,0.000888851405955012,0.0211575777286341,0.0180186055072588,2673,"tags=31%, list=17%, signal=26%","140474/12266/13421/22324/26365/20311/12796/20297/22177/77777/12480/20310/19264/20296/83430/13036/14997/16854/12479/67405/20292/20300/14825/21333/20963/12721/21946/20085/20315/110557/74732/12628/20277/19946/14433/14972/12048/56532"
"GO:0045785","GO:0045785","positive regulation of cell adhesion",364,0.363931544211243,1.47024837363946,0.000908854953904357,0.0215454268256184,0.0183489126891367,1939,"tags=20%, list=12%, signal=18%","12310/22324/16878/26365/19204/12522/16149/12977/11687/14960/70417/18829/14115/21926/14961/13406/14347/19264/17131/78317/29873/23871/22339/20296/83554/20304/16176/22637/20677/83430/20344/19260/12479/230126/12261/105855/16401/114249/18591/12571/12550/13641/243910/18003/244667/17127/14234/18534/16190/20300/22329/76088/17242/16453/16175/12400/99571/15510/18606/13643/14726/20963/16414/21943/12721/17926/16818/16451/18552/12162/277360/20315/14114/16193"
"GO:0036230","GO:0036230","granulocyte activation",30,0.635176670834811,1.87585337886158,0.000919570928791437,0.0217108453431734,0.0184897894496832,1605,"tags=33%, list=10%, signal=30%","13421/20311/19204/22177/21926/68891/20304/209558/20963/16414"
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization",171,0.417234193612143,1.5796623208031,0.000950475647781449,0.022293200712577,0.0189857456409307,4519,"tags=51%, list=29%, signal=36%","235036/217011/59014/69878/226419/27275/56505/68184/16785/234344/69902/72171/110109/50783/225215/20641/30946/67097/20085/110816/67671/11837/100503670/67832/27367/28035/66978/16418/20103/268449/67025/75617/67204/20054/54127/22121/67332/432508/19655/20595/28000/110809/20901/20815/19988/70767/53890/100019/20044/108013/214572/13669/57294/20638/69241/71986/216766/27756/22384/16898/53817/20174/12181/68219/53975/110954/101739/13211/68193/55944/108143/239528/67239/67996/12812/68011/50529/54723/20222/15516/20643/217869/67242/57905/217207/20630/433702"
"GO:0008203","GO:0008203","cholesterol metabolic process",104,-0.387446010885021,-1.63702330317739,0.000951913529049429,0.022293200712577,0.0189857456409307,2848,"tags=36%, list=18%, signal=29%","192156/72999/100102/104086/56050/13360/26889/109754/65969/108079/16816/18145/101502/14164/20597/20788/20775/16846/73166/223920/68603/15490/16971/21834/103161/17855/16987/15357/231070/18194/16835/14263/14137/208715/74754/110196/66234"
"GO:0032943","GO:0032943","mononuclear cell proliferation",219,0.396785634568208,1.53969822555484,0.00100391296622244,0.0234165723205619,0.0199424520324634,3163,"tags=32%, list=20%, signal=26%","26365/16149/12977/22177/16792/21948/14419/14960/208154/14961/94176/19264/78317/230405/20304/16176/22637/16153/83430/12142/19260/16854/12479/230126/434215/105855/18173/13641/15223/21938/17480/22329/76088/23917/16453/16175/15510/21939/21333/20963/16414/12721/20315/16193/12518/11622/15201/11534/12231/22042/19171/94185/12608/27050/20666/12144/56532/224860/12501/15930/58206/51797/60533/21898/18753/56501/11987/16000/20440/22059"
"GO:0002683","GO:0002683","negative regulation of immune system process",312,0.372393094243542,1.49519409626831,0.00101810982228945,0.0236527273914285,0.0201435707576342,1912,"tags=20%, list=12%, signal=18%","140474/12262/77125/26365/100340/16149/11687/22177/16792/17082/14419/14960/208154/217166/21926/14961/15001/19264/17131/72828/18102/14190/83554/16153/16365/12142/15368/434341/15002/19260/96935/16854/72147/12261/434215/232345/12571/170741/243910/15223/66058/15216/16658/16190/209558/70312/20300/17242/17089/16453/12400/65963/20563/21873/21946/22350/19720/21929/20085/15526/18103/11539/20315"
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly",164,0.419646817698969,1.58250032511202,0.0010229223943194,0.0236698536502274,0.0201581561371645,4385,"tags=50%, list=28%, signal=36%","235036/217011/59014/69878/27275/56505/68184/16785/234344/69902/72171/110109/50783/225215/20641/30946/67097/20085/110816/67671/11837/100503670/67832/27367/28035/66978/16418/20103/268449/67025/75617/67204/20054/54127/22121/67332/432508/19655/20595/28000/110809/20901/20815/19988/70767/53890/100019/20044/108013/214572/13669/57294/20638/69241/71986/216766/27756/22384/16898/53817/20174/12181/68219/53975/110954/101739/13211/68193/55944/108143/239528/67239/67996/12812/68011/50529/20222/15516/20643/217869/67242/57905"
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition",153,0.423087939644713,1.59866085768743,0.0010312659766379,0.0237299508133439,0.0202093371886152,1105,"tags=15%, list=7%, signal=14%","20877/12235/77011/71007/12236/208628/12534/268697/12189/18817/67052/70385/22137/11799/20677/12649/69716/229841/269582/14841/67177/56150/12443"
"GO:0002705","GO:0002705","positive regulation of leukocyte mediated immunity",105,0.461713223557904,1.66887403378848,0.00103603192229605,0.0237299508133439,0.0202093371886152,2305,"tags=24%, list=15%, signal=20%","12266/22324/19204/22177/16182/77777/12480/21926/19264/68891/20296/16176/83430/14997/12479/56200/14825/15510/21939/16414/69583/16193/110557/22042/72544"
"GO:0046849","GO:0046849","bone remodeling",84,0.492289713177216,1.71942364809819,0.00103777677455051,0.0237299508133439,0.0202093371886152,2169,"tags=26%, list=14%, signal=23%","12978/13040/26365/84506/13386/620235/12349/72828/22339/11555/16847/231633/27273/71982/17242/22041/20963/21943/54525/16193/27060/22042"
"GO:0001909","GO:0001909","leukocyte mediated cytotoxicity",87,0.481574240413248,1.69277648197345,0.00104423341575534,0.023783951681204,0.0202553264009674,828,"tags=16%, list=5%, signal=15%","140474/13421/22324/26365/20311/22177/77777/12480/19264/20296/83430/13036/14997/12479"
"GO:1903707","GO:1903707","negative regulation of hemopoiesis",86,0.483861849247143,1.6981008740408,0.00105875778381739,0.024020567220357,0.0204568372786098,1854,"tags=28%, list=12%, signal=25%","12262/26365/16149/17131/72828/18102/14190/83554/72147/12571/170741/243910/15223/66058/16658/16190/17242/16453/12400/65963/21873/21946/15526/18103"
"GO:1905048","GO:1905048","regulation of metallopeptidase activity",13,0.757383887858486,1.87639490991543,0.00110699941999249,0.0250173254136824,0.0213057148250859,767,"tags=31%, list=5%, signal=29%","12740/12739/21857/17196"
"GO:0045786","GO:0045786","negative regulation of cell cycle",401,0.353778863118313,1.43942408979148,0.00113562259167421,0.0255647132265263,0.0217718913026402,2817,"tags=23%, list=18%, signal=19%","16878/20877/12235/68567/11636/77011/100502766/71007/12236/208628/12534/21926/268697/12189/18817/67052/20460/18005/20482/23871/70385/22137/14235/11799/13555/72391/217011/20677/12649/69716/229841/269582/14841/68014/67177/108961/56150/225845/12571/18432/215378/12443/268465/17127/12228/16323/214384/28114/79456/83383/70556/67874/67141/57441/20878/12156/52679/14465/12449/327762/12162/208266/21929/76843/12193/76854/18392/18148/12567/21853/17300/118454/17349/21808/77065/78943/14199/12569/12144/14056/22410/211651/12048/18128/56275/19650/56292/105837/28000/65019/107951/56190"
"GO:0061025","GO:0061025","membrane fusion",128,-0.362363671828052,-1.57153856696442,0.00114114193577916,0.0255897774633412,0.0217932369690156,4194,"tags=41%, list=27%, signal=30%","17857/56398/22318/55943/20909/74741/214585/68053/53330/116733/108083/53612/11750/76959/209462/18718/67727/245886/218035/237858/66700/53334/18457/73122/69017/67474/68328/20979/12390/269338/74772/20907/14456/18711/20981/18783/19339/280668/209086/68159/57257/13852/16952/26903/229521/12306/241727/17858/20980/226101/14276/69032/94090"
"GO:0002704","GO:0002704","negative regulation of leukocyte mediated immunity",37,0.585658621733214,1.79602335848738,0.00114768025704269,0.0256374112803997,0.0218338037564517,1458,"tags=24%, list=9%, signal=22%","140474/26365/19264/17131/15368/96935/15223/15216/16453"
"GO:0007162","GO:0007162","negative regulation of cell adhesion",249,0.382368600646118,1.50593385192719,0.00115950499059351,0.0257070574666787,0.0218931171226482,1929,"tags=22%, list=12%, signal=20%","140474/26365/53624/16149/76509/245555/18787/20745/16792/14960/208154/14961/19264/16181/17131/72828/208936/22339/14190/243743/11555/16153/17196/56013/19260/16854/18576/13867/434215/240025/56745/17075/12550/243910/15223/69237/15216/12927/16190/20300/17242/16453/13078/12400/99571/18606/17390/12156/13508/17926/20354/21929/20720/20315/14114"
"GO:0046034","GO:0046034","ATP metabolic process",225,0.388757736333111,1.51601574339471,0.00115965031960569,0.0257070574666787,0.0218931171226482,4508,"tags=42%, list=29%, signal=30%","110935/15558/11636/12534/21926/268697/74747/103172/226265/207728/98660/209558/11639/227659/70556/11931/229949/11951/13806/433182/105675/108037/15277/11947/14635/228033/66445/12499/16418/12628/28080/12122/12858/54403/67126/18648/56012/14433/22272/12048/11946/12865/66925/56312/11958/66414/66152/331623/12867/12859/11637/216963/58805/16000/66694/22059/18641/12861/11717/66043/407785/17319/12857/20848/102060/18655/14751/68375/67264/12850/16828/11545/72141/17995/12866/67530/230075/13808/68197/66218/15251/22273/67273/67942/11977/109674/13063/14555/11950/15275/71679/11949/14923/57423"
"GO:0044060","GO:0044060","regulation of endocrine process",34,0.605395488665906,1.82918231087919,0.00116768769538216,0.0257511349768507,0.0219306552226007,2428,"tags=41%, list=16%, signal=35%","16878/78896/14419/58869/14186/56745/235442/16323/11606/21333/170639/14062/171530/12953"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition",96,0.473244572727531,1.69478554106437,0.00117050613531139,0.0257511349768507,0.0219306552226007,2541,"tags=25%, list=16%, signal=21%","77011/108000/71007/12534/268697/12189/18817/16906/12532/381293/12649/269582/19363/226419/216021/12443/67141/76843/18392/18148/12567/14199/12144/22410"
"GO:0032602","GO:0032602","chemokine production",75,0.502624633737711,1.72568114237577,0.00118394790119384,0.025868102570259,0.022030269315943,2209,"tags=31%, list=14%, signal=26%","12978/77125/20311/16149/11634/17082/21926/24088/20304/16176/13349/17196/16803/68279/17480/11541/16190/16175/20963/18442/16193/20583/22160"
"GO:0002886","GO:0002886","regulation of myeloid leukocyte mediated immunity",46,0.568071764219721,1.80530465309314,0.00118652492567712,0.025868102570259,0.022030269315943,1605,"tags=28%, list=10%, signal=25%","12266/13421/20311/19204/22177/68891/15368/56200/11541/16190/14825/20963/16414"
"GO:2000273","GO:2000273","positive regulation of signaling receptor activity",38,0.586900562505252,1.81287627032815,0.00118918446733112,0.025868102570259,0.022030269315943,2459,"tags=42%, list=16%, signal=36%","13614/15200/20296/19739/11555/16153/13844/15216/11839/54377/19699/11539/11553/13874/21802/12569"
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication",13,0.754527617699701,1.86931858987059,0.00119615244706507,0.0259225873602758,0.0220766706549833,1762,"tags=54%, list=11%, signal=48%","18973/17215/69270/16881/18968/327762/17220"
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition",30,0.627501444194913,1.8531862997841,0.00120995693322405,0.0261242746028448,0.0222484352542352,2982,"tags=50%, list=19%, signal=40%","12534/268697/16906/12532/19363/226419/216021/12443/67141/76843/18148/12567/22410/108911/12530"
"GO:0019882","GO:0019882","antigen processing and presentation",84,0.489385630772762,1.70928053962245,0.00122765661206913,0.0264016905756835,0.022484693347676,1368,"tags=19%, list=9%, signal=17%","13040/16149/14960/13034/18829/12480/14961/15001/14190/15002/14997/12479/18173/65972/15216/235442"
"GO:0046879","GO:0046879","hormone secretion",266,0.381844108876105,1.51215302841306,0.001231897063707,0.0264016905756835,0.022484693347676,2494,"tags=25%, list=16%, signal=22%","22044/16878/15364/78896/28240/16514/14419/217166/21926/20927/13614/13447/16181/100039795/245049/20304/16176/11799/18189/14761/20677/80885/58869/16847/11535/60510/18576/75767/20287/19662/18441/14186/16156/56745/18300/17932/18111/72472/15216/235442/16323/11606/99571/13371/21333/71111/319613/15893/21943/16009/12894/54525/11539/27209/16193/237625/76854/545156/381677/27060/109689/171530/20502/12953/20666/93692/269224"
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity",128,0.440831395004411,1.63349369605974,0.00124112063313528,0.0265015758722416,0.0225697595011714,1518,"tags=16%, list=10%, signal=15%","140474/12266/22324/26365/16182/77777/12480/21926/14347/19264/17131/16176/83430/14997/96935/12479/15223/21938/15216/15510/21939"
"GO:0072507","GO:0072507","divalent inorganic cation homeostasis",373,0.357956290181877,1.44674045064451,0.00124909675004878,0.02657419019884,0.022631600649621,2147,"tags=22%, list=14%, signal=19%","110935/12310/20510/15558/207911/28240/232983/170770/22784/15559/18751/72027/20310/20271/231602/19264/13614/65086/330122/72828/54140/214111/208659/12062/20296/20304/16176/11555/224079/18821/268878/11549/238384/11979/246788/11535/16591/30955/18595/320707/54199/18441/72244/18173/18389/56745/13115/14748/244667/71982/17127/18436/16485/98660/14825/11550/11931/16453/11606/21939/13057/13618/21333/71111/193034/21943/18049/14718/12721/19733/16818/104027/56089/14873/18442/319197/76854/109676/276770/16510/27060/14062"
"GO:2000241","GO:2000241","regulation of reproductive process",141,0.426933296315739,1.60270104825357,0.00126135223575242,0.026736984617701,0.0227702426269713,2220,"tags=29%, list=14%, signal=25%","16878/19204/12173/22339/12532/16336/107995/20317/68549/21857/22137/192199/19362/69716/12316/665270/230126/12261/22762/18441/58226/11857/14748/17702/70465/16323/12659/16175/67141/13618/21333/20878/22635/19733/208144/12162/218454/18442/14595/17701/328440"
"GO:0060294","GO:0060294","cilium movement involved in cell motility",78,-0.423004971886384,-1.69378302744161,0.00128058467565205,0.0270111505117931,0.0230037328285697,3145,"tags=38%, list=20%, signal=31%","67378/51938/106757/110012/102774/14447/59030/11747/383491/330830/69707/100048534/75564/252967/235330/213402/74052/75019/66793/97086/26366/52028/27356/329954/24084/319953/13411/71233/70918/381290"
"GO:1905037","GO:1905037","autophagosome organization",97,-0.391068638356441,-1.62887099952321,0.00128358773093232,0.0270111505117931,0.0230037328285697,3810,"tags=36%, list=25%, signal=27%","67443/68053/74244/78246/22241/108083/117150/209478/225020/18718/67727/74302/52639/228361/19338/54636/74772/225326/75964/15944/18711/237782/19335/51897/100504663/66725/12421/68943/240752/227738/68728/54396/17772/60599/118449"
"GO:0007143","GO:0007143","female meiotic nuclear division",31,0.616993807932857,1.83606638001162,0.00128925132418149,0.0270323887756177,0.023021820149454,1578,"tags=39%, list=10%, signal=35%","18817/67052/215387/68549/22137/21973/69716/12442/229841/67141/67121/20878"
"GO:0035150","GO:0035150","regulation of tube size",130,0.437366746674276,1.62797129892975,0.00133831290775241,0.027676381022125,0.0235702686716988,2252,"tags=32%, list=15%, signal=27%","12310/19204/15558/15559/21926/13614/54140/12062/276829/11555/11549/17130/11535/67405/18441/18591/240672/18436/14234/11541/98660/243547/11550/11606/99571/13618/15552/20656/17390/15465/12671/11539/18442/76854/11622/14062/14629/17300/11553/11421/20657"
"GO:0035296","GO:0035296","regulation of tube diameter",130,0.437366746674276,1.62797129892975,0.00133831290775241,0.027676381022125,0.0235702686716988,2252,"tags=32%, list=15%, signal=27%","12310/19204/15558/15559/21926/13614/54140/12062/276829/11555/11549/17130/11535/67405/18441/18591/240672/18436/14234/11541/98660/243547/11550/11606/99571/13618/15552/20656/17390/15465/12671/11539/18442/76854/11622/14062/14629/17300/11553/11421/20657"
"GO:0097746","GO:0097746","blood vessel diameter maintenance",130,0.437366746674276,1.62797129892975,0.00133831290775241,0.027676381022125,0.0235702686716988,2252,"tags=32%, list=15%, signal=27%","12310/19204/15558/15559/21926/13614/54140/12062/276829/11555/11549/17130/11535/67405/18441/18591/240672/18436/14234/11541/98660/243547/11550/11606/99571/13618/15552/20656/17390/15465/12671/11539/18442/76854/11622/14062/14629/17300/11553/11421/20657"
"GO:0099111","GO:0099111","microtubule-based transport",182,-0.321372869364872,-1.45939177409301,0.0013440156682408,0.027676381022125,0.0235702686716988,4301,"tags=42%, list=28%, signal=31%","56350/16572/14252/67269/54160/233865/269209/237222/11776/17828/214585/106633/16562/14533/67286/171567/104346/18762/11820/73916/13191/73668/76568/223697/71435/75665/16561/76779/16593/64933/67203/74019/51938/81896/56542/23859/18457/67694/74682/71703/67774/385668/78802/12589/68724/11777/17281/16570/19893/16553/80718/380684/17755/213081/100048534/16348/17760/72421/228355/74052/232946/75050/264134/75533/17762/73293/52028/19419/319565/232943/212733/13518/319953/271639/17152/13411/17754"
"GO:0070663","GO:0070663","regulation of leukocyte proliferation",185,0.403129609851105,1.54294264442619,0.00134540561161796,0.027676381022125,0.0235702686716988,2495,"tags=25%, list=16%, signal=22%","12978/77125/26365/16149/12977/22177/16792/14419/14960/208154/14961/19264/78317/20304/16176/22637/16153/83430/12142/19260/16854/12479/434215/105855/13641/15223/21938/17480/209558/22329/16453/16175/21939/21333/74614/20963/12721/16193/11622/11534/12231/22042/94185/12608/27050/20666/12144"
"GO:0031349","GO:0031349","positive regulation of defense response",186,0.404611702003482,1.54811009234293,0.00134855644443205,0.027676381022125,0.0235702686716988,2004,"tags=24%, list=13%, signal=21%","13040/12266/22324/77125/16149/18787/22177/17082/20201/77777/21926/18619/23871/24088/20304/16176/22402/58203/434341/15951/16803/30955/57783/207728/11541/14825/17242/18784/100040462/15510/13057/381308/21333/17390/21943/11690/97165/20085/12810/22249/16193/237625/22038/319197"
"GO:0018212","GO:0018212","peptidyl-tyrosine modification",265,0.378997291481966,1.50058851240725,0.00137682289840713,0.0281569978660163,0.0239795804285215,2306,"tags=23%, list=15%, signal=20%","12978/16878/16590/20319/16149/15162/15558/14585/21926/19264/15200/22339/12985/93672/22137/20304/22637/12805/232431/83430/11549/56013/19260/16975/13867/18595/14186/18591/226419/16156/260299/20459/18003/13869/13844/19116/74155/14573/11839/16453/11606/21939/18606/20963/16414/98878/21682/19699/16818/16451/20354/11539/21828/20811/16193/231125/15234/11421/13874/21802/22341"
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion",268,0.384112615770077,1.52313520203912,0.00138816817775914,0.0282894062330704,0.0240923444775261,2599,"tags=27%, list=17%, signal=23%","26365/19204/12522/16149/16792/108078/14960/208154/20201/18829/21926/14961/14347/19264/17131/78317/23871/68891/20296/14190/20304/16176/22637/20677/83430/20344/19260/16854/12479/57783/319655/230126/434215/105855/16401/13641/243910/15223/15216/18534/16190/20300/22329/76088/17242/16453/16175/12400/15510/13643/20963/16414/21943/12721/16818/20354/12162/20315/16193/11534/12231/20339/22042/94185/12628/20868/12608/16950/27050/12144/107527/14998/20668"
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle",206,0.391969033221532,1.51447178910038,0.00142651033711565,0.0289691329998871,0.0246712258892398,1284,"tags=15%, list=8%, signal=14%","20877/12235/77011/71007/12236/208628/12534/21926/268697/12189/18817/67052/20460/70385/22137/11799/217011/20677/12649/69716/229841/269582/14841/68014/67177/56150/215378/12443/268465/17127/12228"
"GO:0033561","GO:0033561","regulation of water loss via skin",27,0.631279285897326,1.81702702722972,0.00144271686445358,0.0291161829874008,0.0247964593043708,3118,"tags=48%, list=20%, signal=39%","12740/12737/195733/214531/16666/23801/12550/16765/16678/74591/13706/55948/17295"
"GO:0043383","GO:0043383","negative T cell selection",10,0.817557574061671,1.85140119401567,0.00144879078570228,0.0291161829874008,0.0247964593043708,594,"tags=50%, list=4%, signal=48%","16149/11634/94176/19264/22637"
"GO:0045060","GO:0045060","negative thymic T cell selection",10,0.817557574061671,1.85140119401567,0.00144879078570228,0.0291161829874008,0.0247964593043708,594,"tags=50%, list=4%, signal=48%","16149/11634/94176/19264/22637"
"GO:1902563","GO:1902563","regulation of neutrophil activation",11,0.786910458200815,1.84346441351089,0.00148283841095011,0.0296590834488839,0.0252588141812211,1605,"tags=45%, list=10%, signal=41%","19204/21926/68891/20963/16414"
"GO:0030098","GO:0030098","lymphocyte differentiation",305,0.370357291554243,1.47984862169388,0.00148601812734594,0.0296590834488839,0.0252588141812211,2819,"tags=25%, list=18%, signal=21%","16071/22324/16590/12522/16149/14087/11634/16182/14960/14961/15001/14347/94176/19264/17131/230405/14190/16176/22637/16153/20677/83430/12142/16847/74039/19260/12479/230126/105855/12571/13024/243910/16169/21414/20442/15223/16658/18534/16190/58208/17242/16453/16175/12400/270110/20963/16818/21946/21929/21985/277360/16193/12518/12193/11622/15201/27060/15354/19664/17068/16950/12144/14056/107527/14375/14998/20668/211651/22174/56532/16194/22778/224860/12501/20667"
"GO:0071428","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus",16,0.71513260377324,1.83979202916813,0.00150089093156864,0.0298533374333927,0.02542424833252,2743,"tags=75%, list=18%, signal=62%","59014/231452/224092/19384/97112/19428/18148/16418/24015/20054/67045/353258"
"GO:0016125","GO:0016125","sterol metabolic process",111,-0.372153383667084,-1.58052863515184,0.00152426358299783,0.0301183303026706,0.025649926434002,2848,"tags=33%, list=18%, signal=27%","192156/72999/100102/104086/56050/13360/26889/109754/65969/108079/16816/18145/101502/14164/20597/20788/20775/16846/73166/223920/68603/15490/16971/21834/103161/17855/16987/15357/231070/18194/16835/14263/14137/208715/74754/110196/66234"
"GO:0008016","GO:0008016","regulation of heart contraction",142,0.417405914850847,1.56767669652653,0.00152458490168477,0.0301183303026706,0.025649926434002,2376,"tags=28%, list=15%, signal=24%","12310/67451/20510/66240/21926/20271/13614/14219/17131/15200/54140/11555/18821/11549/216033/11535/57814/21823/58226/57442/13052/98660/13506/14168/11550/11931/11606/21333/399548/193034/12296/12671/330953/11539/109676/57785/23980/14615/56188/21808"
"GO:0061436","GO:0061436","establishment of skin barrier",23,0.666756643279232,1.83365709689541,0.0015380043814444,0.0302804388048444,0.0257879842583666,3118,"tags=52%, list=20%, signal=42%","12740/12737/195733/214531/16666/23801/16765/16678/74591/13706/55948/17295"
"GO:0031341","GO:0031341","regulation of cell killing",78,0.496826191890192,1.71195547480951,0.00154365895623884,0.0302890919521459,0.0257953536108332,828,"tags=17%, list=5%, signal=16%","140474/13421/22324/26365/20311/22177/77777/12480/19264/20296/83430/14997/12479"
"GO:0032642","GO:0032642","regulation of chemokine production",73,0.498149017449489,1.69811364069307,0.00158469304014706,0.0309895527850981,0.0263918929493215,2209,"tags=30%, list=14%, signal=26%","12978/77125/20311/16149/17082/21926/24088/20304/16176/13349/17196/16803/68279/17480/11541/16190/16175/20963/18442/16193/20583/22160"
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen",50,0.546831379460937,1.7596800168849,0.00161072336160136,0.0312622084693338,0.0266240969982238,1293,"tags=22%, list=8%, signal=20%","13040/16149/14960/13034/14961/15001/15002/14997/18173/65972/15216"
"GO:0035633","GO:0035633","maintenance of blood-brain barrier",18,0.705998503338517,1.83583067837687,0.00161611633006486,0.0312622084693338,0.0266240969982238,2528,"tags=61%, list=16%, signal=51%","18260/20510/27375/20927/22339/12062/17196/279561/21873/12741/18671"
"GO:0022408","GO:0022408","negative regulation of cell-cell adhesion",160,0.410045432212609,1.54935701232675,0.0016226749050185,0.0312622084693338,0.0266240969982238,1912,"tags=23%, list=12%, signal=20%","140474/26365/16149/245555/16792/14960/208154/14961/16181/17131/72828/208936/22339/14190/11555/16153/17196/19260/16854/434215/56745/17075/12550/243910/15223/69237/15216/16190/20300/17242/16453/12400/99571/12156/21929/20720/20315"
"GO:0002820","GO:0002820","negative regulation of adaptive immune response",34,0.598833695856741,1.80935607239725,0.00162272875132133,0.0312622084693338,0.0266240969982238,1805,"tags=35%, list=12%, signal=31%","140474/77125/11687/17082/19264/17131/96935/15223/15216/16190/16453/19720"
"GO:0042403","GO:0042403","thyroid hormone metabolic process",21,0.660164204175303,1.78995703625676,0.00163367955543686,0.0312622084693338,0.0266240969982238,2355,"tags=43%, list=15%, signal=36%","21819/107585/218476/72472/214593/13371/19699/54381/20502"
"GO:0051345","GO:0051345","positive regulation of hydrolase activity",470,0.334362966629491,1.37080348048334,0.00163899635503938,0.0312622084693338,0.0266240969982238,2226,"tags=18%, list=14%, signal=16%","12740/22324/20319/20308/19204/20297/20305/20510/67792/15558/16792/170770/15559/20201/18829/12739/21926/50778/53972/19264/14219/70835/22339/20296/13605/93672/20304/11555/14066/11549/13036/17196/18595/19152/20306/114249/93897/20303/15223/18003/19387/20292/70719/326623/17127/18436/12828/20300/76088/83383/11931/11606/19417/18784/66790/15510/21939/19734/20963/56193/19192/12156/18049/97165/19733/16818/20354/320209/26419/66968/622434/277360/102075/29815/22038/76854/545156/100503670/14694/20339/14062/109689/213027"
